 #please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
RBP	geneID	geneName	geneType	clusterNum	clipExpNum	clipIDnum	HepG2(shRNA)	K562(shRNA)	HepG2(CRIPSR)	K562(CRIPSR)	pancancerNum
ZNF800	ENSG00000183431	SF3A3	protein_coding	1	1	1	NA	NA	NA	NA	19
ZNF800	ENSG00000183579	ZNRF3	protein_coding	1	1	1	NA	NA	NA	NA	26
ZNF800	ENSG00000183955	KMT5A	protein_coding	2	1	2	NA	NA	NA	NA	18
ZNF800	ENSG00000184009	ACTG1	protein_coding	3	4	8	NA	NA	NA	NA	16
ZNF800	ENSG00000184110	EIF3C	protein_coding	7	3	13	NA	NA	NA	NA	23
ZNF800	ENSG00000184465	WDR27	protein_coding	1	1	1	NA	NA	NA	-0.316	17
ZNF800	ENSG00000184640	SEPTIN9	protein_coding	4	2	5	NA	NA	NA	NA	15
ZNF800	ENSG00000184678	H2BC21	protein_coding	1	2	2	NA	NA	NA	NA	14
ZNF800	ENSG00000184702	SEPTIN5	protein_coding	1	1	1	NA	NA	NA	0.400	16
ZNF800	ENSG00000184840	TMED9	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000184863	RBM33	protein_coding	1	1	1	NA	NA	NA	NA	32
ZNF800	ENSG00000184897	H1-10	protein_coding	1	4	4	NA	NA	NA	NA	22
ZNF800	ENSG00000184985	SORCS2	protein_coding	1	3	3	NA	NA	NA	NA	13
ZNF800	ENSG00000185261	KIAA0825	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000185269	NOTUM	protein_coding	4	2	5	NA	NA	NA	NA	15
ZNF800	ENSG00000185559	DLK1	protein_coding	5	2	7	NA	NA	NA	NA	10
ZNF800	ENSG00000185624	P4HB	protein_coding	10	4	22	NA	NA	NA	NA	21
ZNF800	ENSG00000185686	PRAME	protein_coding	2	2	3	NA	NA	NA	-0.193	8
ZNF800	ENSG00000185787	MORF4L1	protein_coding	1	1	1	NA	NA	NA	NA	19
ZNF800	ENSG00000185813	PCYT2	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000185883	ATP6V0C	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000186432	KPNA4	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000186468	RPS23	protein_coding	1	1	1	NA	NA	NA	-0.601	20
ZNF800	ENSG00000186716	BCR	protein_coding	1	2	2	NA	NA	NA	NA	14
ZNF800	ENSG00000186834	HEXIM1	protein_coding	1	1	1	NA	NA	NA	NA	14
ZNF800	ENSG00000187109	NAP1L1	protein_coding	7	4	19	NA	NA	NA	NA	15
ZNF800	ENSG00000187134	AKR1C1	protein_coding	4	2	7	NA	NA	NA	NA	12
ZNF800	ENSG00000187147	RNF220	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000187210	GCNT1	protein_coding	1	4	7	NA	NA	NA	NA	21
ZNF800	ENSG00000187244	BCAM	protein_coding	3	2	7	NA	NA	NA	NA	14
ZNF800	ENSG00000187514	PTMA	protein_coding	5	3	10	NA	NA	NA	0.089	14
ZNF800	ENSG00000187555	USP7	protein_coding	4	2	5	NA	NA	NA	NA	29
ZNF800	ENSG00000187699	C2orf88	protein_coding	1	1	1	NA	NA	NA	0.328	19
ZNF800	ENSG00000187741	FANCA	protein_coding	2	1	2	NA	NA	NA	NA	21
ZNF800	ENSG00000187837	H1-2	protein_coding	2	4	5	NA	NA	NA	NA	19
ZNF800	ENSG00000188157	AGRN	protein_coding	2	1	2	NA	NA	NA	NA	19
ZNF800	ENSG00000188219	POTEE	protein_coding	1	1	1	NA	NA	NA	-0.630	12
ZNF800	ENSG00000188338	SLC38A3	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000188488	SERPINA5	protein_coding	4	2	5	NA	NA	NA	NA	8
ZNF800	ENSG00000188529	SRSF10	protein_coding	1	1	1	NA	NA	NA	NA	30
ZNF800	ENSG00000188536	HBA2	protein_coding	1	2	2	NA	NA	NA	NA	22
ZNF800	ENSG00000188559	RALGAPA2	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000188846	RPL14	protein_coding	1	4	4	NA	NA	NA	-0.258	26
ZNF800	ENSG00000189056	RELN	protein_coding	7	2	7	NA	NA	NA	NA	14
ZNF800	ENSG00000189060	H1-0	protein_coding	1	2	2	NA	NA	NA	NA	14
ZNF800	ENSG00000189403	HMGB1	protein_coding	1	2	2	NA	NA	NA	NA	21
ZNF800	ENSG00000196136	SERPINA3	protein_coding	4	2	7	NA	NA	NA	NA	13
ZNF800	ENSG00000196141	SPATS2L	protein_coding	3	2	4	NA	NA	NA	NA	20
ZNF800	ENSG00000196208	GREB1	protein_coding	5	1	5	NA	NA	NA	NA	14
ZNF800	ENSG00000196235	SUPT5H	protein_coding	1	1	1	NA	NA	NA	NA	19
ZNF800	ENSG00000196262	PPIA	protein_coding	1	1	1	NA	NA	NA	NA	17
ZNF800	ENSG00000196305	IARS1	protein_coding	3	1	3	NA	NA	NA	NA	29
ZNF800	ENSG00000196365	LONP1	protein_coding	3	3	4	NA	NA	NA	NA	22
ZNF800	ENSG00000196419	XRCC6	protein_coding	1	1	1	NA	NA	NA	NA	17
ZNF800	ENSG00000196497	IPO4	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000196504	PRPF40A	protein_coding	8	4	11	NA	NA	NA	0.327	29
ZNF800	ENSG00000196531	NACA	protein_coding	2	4	8	NA	NA	NA	NA	20
ZNF800	ENSG00000196535	MYO18A	protein_coding	2	1	2	NA	NA	NA	NA	24
ZNF800	ENSG00000196565	HBG2	protein_coding	6	2	8	NA	NA	NA	-0.358	7
ZNF800	ENSG00000196642	RABL6	protein_coding	6	4	10	NA	NA	NA	NA	24
ZNF800	ENSG00000196700	ZNF512B	protein_coding	1	1	1	NA	NA	NA	NA	21
ZNF800	ENSG00000196739	COL27A1	protein_coding	10	2	10	NA	NA	NA	NA	10
ZNF800	ENSG00000196787	H2AC11	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000196792	STRN3	protein_coding	1	1	1	NA	NA	NA	NA	30
ZNF800	ENSG00000196821	ILRUN	protein_coding	1	1	1	NA	NA	NA	-0.180	16
ZNF800	ENSG00000196866	H2AC7	protein_coding	1	2	2	NA	NA	NA	1.250	14
ZNF800	ENSG00000196924	FLNA	protein_coding	3	2	3	NA	NA	NA	NA	17
ZNF800	ENSG00000197081	IGF2R	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000197102	DYNC1H1	protein_coding	3	2	4	NA	NA	NA	-0.265	25
ZNF800	ENSG00000197111	PCBP2	protein_coding	3	2	4	NA	NA	NA	-0.293	16
ZNF800	ENSG00000197157	SND1	protein_coding	1	1	1	NA	NA	NA	-0.205	25
ZNF800	ENSG00000197183	NOL4L	protein_coding	2	2	2	NA	NA	NA	NA	22
ZNF800	ENSG00000197249	SERPINA1	protein_coding	4	2	7	NA	NA	NA	NA	10
ZNF800	ENSG00000197321	SVIL	protein_coding	1	1	1	NA	NA	NA	NA	27
ZNF800	ENSG00000197343	ZNF655	protein_coding	1	1	1	NA	NA	NA	NA	32
ZNF800	ENSG00000197694	SPTAN1	protein_coding	6	2	7	NA	NA	NA	NA	19
ZNF800	ENSG00000197746	PSAP	protein_coding	2	2	2	NA	NA	NA	-0.163	13
ZNF800	ENSG00000197756	RPL37A	protein_coding	3	4	9	NA	NA	NA	-0.311	28
ZNF800	ENSG00000197903	H2BC12	protein_coding	1	2	3	NA	NA	NA	NA	8
ZNF800	ENSG00000197912	SPG7	protein_coding	3	1	3	NA	NA	NA	NA	18
ZNF800	ENSG00000197943	PLCG2	protein_coding	1	4	4	NA	NA	NA	NA	20
ZNF800	ENSG00000198034	RPS4X	protein_coding	1	2	2	NA	NA	NA	NA	20
ZNF800	ENSG00000198171	DDRGK1	protein_coding	3	2	3	NA	NA	NA	NA	24
ZNF800	ENSG00000198231	DDX42	protein_coding	3	2	3	NA	NA	NA	NA	30
ZNF800	ENSG00000198242	RPL23A	protein_coding	3	4	12	NA	NA	NA	-0.367	25
ZNF800	ENSG00000198276	UCKL1	protein_coding	2	1	2	NA	NA	NA	NA	21
ZNF800	ENSG00000198300	PEG3	protein_coding	9	2	17	NA	NA	NA	NA	22
ZNF800	ENSG00000198336	MYL4	protein_coding	1	1	1	NA	NA	NA	0.330	19
ZNF800	ENSG00000198380	GFPT1	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000198408	OGA	protein_coding	3	3	5	NA	NA	NA	NA	28
ZNF800	ENSG00000198561	CTNND1	protein_coding	4	1	4	NA	NA	NA	NA	29
ZNF800	ENSG00000198589	LRBA	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000198626	RYR2	protein_coding	1	4	5	NA	NA	NA	NA	19
ZNF800	ENSG00000198646	NCOA6	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000198648	STK39	protein_coding	1	1	1	NA	NA	NA	NA	24
ZNF800	ENSG00000198712	MT-CO2	protein_coding	1	4	4	NA	NA	NA	NA	18
ZNF800	ENSG00000198727	MT-CYB	protein_coding	1	2	2	NA	NA	NA	NA	16
ZNF800	ENSG00000198728	LDB1	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000198734	F5	protein_coding	3	2	4	NA	NA	NA	NA	16
ZNF800	ENSG00000198755	RPL10A	protein_coding	3	1	3	NA	NA	NA	-0.235	25
ZNF800	ENSG00000198780	FAM169A	protein_coding	1	1	1	NA	NA	NA	NA	26
ZNF800	ENSG00000198786	MT-ND5	protein_coding	2	3	5	NA	NA	NA	NA	21
ZNF800	ENSG00000198804	MT-CO1	protein_coding	1	4	4	NA	NA	NA	NA	17
ZNF800	ENSG00000198814	GK	protein_coding	1	1	1	NA	NA	NA	NA	27
ZNF800	ENSG00000198830	HMGN2	protein_coding	1	3	4	NA	NA	NA	-0.161	20
ZNF800	ENSG00000198886	MT-ND4	protein_coding	1	1	1	NA	NA	NA	NA	17
ZNF800	ENSG00000198900	TOP1	protein_coding	4	3	5	NA	NA	NA	0.180	31
ZNF800	ENSG00000198901	PRC1	protein_coding	5	3	8	NA	NA	NA	NA	21
ZNF800	ENSG00000198938	MT-CO3	protein_coding	1	4	4	NA	NA	NA	NA	16
ZNF800	ENSG00000203618	GP1BB	protein_coding	1	1	1	NA	NA	NA	NA	0
ZNF800	ENSG00000204120	GIGYF2	protein_coding	1	1	1	NA	NA	NA	NA	32
ZNF800	ENSG00000204335	SP5	protein_coding	1	2	2	NA	NA	NA	NA	13
ZNF800	ENSG00000204628	RACK1	protein_coding	6	3	7	NA	NA	NA	-0.138	27
ZNF800	ENSG00000204634	TBC1D8	protein_coding	2	1	2	NA	NA	NA	NA	23
ZNF800	ENSG00000205213	LGR4	protein_coding	1	1	1	NA	NA	NA	NA	27
ZNF800	ENSG00000205339	IPO7	protein_coding	1	1	1	NA	NA	NA	NA	32
ZNF800	ENSG00000205403	CFI	protein_coding	3	2	5	NA	NA	NA	NA	11
ZNF800	ENSG00000205436	EXOC3L4	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000205609	EIF3CL	protein_coding	7	3	13	NA	NA	NA	NA	9
ZNF800	ENSG00000206172	HBA1	protein_coding	1	2	2	NA	NA	NA	0.912	20
ZNF800	ENSG00000206177	HBM	protein_coding	1	2	2	NA	NA	NA	NA	10
ZNF800	ENSG00000212907	MT-ND4L	protein_coding	1	1	1	NA	NA	NA	0.429	25
ZNF800	ENSG00000213066	CEP43	protein_coding	1	1	1	NA	NA	NA	NA	19
ZNF800	ENSG00000213213	CCDC183	protein_coding	3	2	8	NA	NA	NA	NA	15
ZNF800	ENSG00000213931	HBE1	protein_coding	3	1	3	NA	NA	NA	NA	8
ZNF800	ENSG00000213934	HBG1	protein_coding	3	2	6	NA	NA	NA	NA	3
ZNF800	ENSG00000213983	AP1G2	protein_coding	2	1	2	NA	NA	NA	-0.312	20
ZNF800	ENSG00000214078	CPNE1	protein_coding	2	1	2	NA	NA	NA	NA	20
ZNF800	ENSG00000214274	ANG	protein_coding	2	2	3	NA	NA	NA	NA	17
ZNF800	ENSG00000214753	HNRNPUL2	protein_coding	2	3	3	NA	NA	NA	NA	16
ZNF800	ENSG00000214944	ARHGEF28	protein_coding	1	1	1	NA	NA	NA	NA	22
ZNF800	ENSG00000215252	GOLGA8B	protein_coding	4	4	8	NA	NA	NA	-0.526	17
ZNF800	ENSG00000215472	RPL17-C18orf32	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000221978	CCNL2	protein_coding	4	2	7	NA	NA	NA	-0.208	19
ZNF800	ENSG00000221983	UBA52	protein_coding	1	2	2	NA	NA	NA	-0.356	29
ZNF800	ENSG00000224916	APOC4-APOC2	protein_coding	1	1	1	NA	NA	NA	NA	6
ZNF800	ENSG00000225697	SLC26A6	protein_coding	3	2	3	NA	NA	NA	NA	14
ZNF800	ENSG00000225921	NOL7	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000226174	TEX22	protein_coding	1	1	1	NA	NA	NA	NA	13
ZNF800	ENSG00000228278	ORM2	protein_coding	2	1	2	NA	NA	NA	NA	11
ZNF800	ENSG00000228716	DHFR	protein_coding	3	4	12	NA	NA	NA	0.253	26
ZNF800	ENSG00000229314	ORM1	protein_coding	4	1	4	NA	NA	NA	NA	9
ZNF800	ENSG00000233822	H2BC15	protein_coding	1	1	1	NA	NA	NA	NA	15
ZNF800	ENSG00000234857	HNRNPUL2-BSCL2	protein_coding	2	3	3	NA	NA	NA	NA	24
ZNF800	ENSG00000234906	APOC2	protein_coding	1	1	1	NA	NA	NA	NA	5
ZNF800	ENSG00000239264	TXNDC5	protein_coding	2	1	2	NA	NA	NA	NA	28
ZNF800	ENSG00000239920	AC104389.5	protein_coding	5	2	6	NA	NA	NA	NA	11
ZNF800	ENSG00000240972	MIF	protein_coding	1	1	1	NA	NA	NA	NA	28
ZNF800	ENSG00000241973	PI4KA	protein_coding	1	1	1	NA	NA	NA	-0.223	28
ZNF800	ENSG00000242259	C22orf39	protein_coding	1	1	1	NA	NA	NA	NA	14
ZNF800	ENSG00000242265	PEG10	protein_coding	4	2	5	NA	NA	NA	NA	18
ZNF800	ENSG00000242372	EIF6	protein_coding	1	1	1	NA	NA	NA	NA	28
ZNF800	ENSG00000243207	PPAN-P2RY11	protein_coding	2	2	2	NA	NA	NA	NA	13
ZNF800	ENSG00000243716	NPIPB5	protein_coding	1	1	1	NA	NA	NA	NA	21
ZNF800	ENSG00000244462	RBM12	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000245848	CEBPA	protein_coding	1	1	1	NA	NA	NA	NA	10
ZNF800	ENSG00000249141	AL159163.1	protein_coding	3	2	4	NA	NA	NA	NA	20
ZNF800	ENSG00000250644	AC068580.4	protein_coding	2	1	2	NA	NA	NA	NA	17
ZNF800	ENSG00000250722	SELENOP	protein_coding	4	2	8	NA	NA	NA	NA	23
ZNF800	ENSG00000251357	AP000350.4	protein_coding	1	1	1	NA	NA	NA	NA	9
ZNF800	ENSG00000253352	TUG1	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000254505	CHMP4A	protein_coding	1	1	1	NA	NA	NA	NA	20
ZNF800	ENSG00000254692	AL136295.1	protein_coding	1	1	1	NA	NA	NA	NA	4
ZNF800	ENSG00000254732	AP001931.1	protein_coding	3	1	3	NA	NA	NA	NA	29
ZNF800	ENSG00000254772	EEF1G	protein_coding	2	2	2	NA	NA	NA	NA	31
ZNF800	ENSG00000254995	STX16-NPEPL1	protein_coding	2	1	2	NA	NA	NA	NA	22
ZNF800	ENSG00000254996	ANKHD1-EIF4EBP3	protein_coding	3	1	3	NA	NA	NA	NA	15
ZNF800	ENSG00000255432	AP001458.2	protein_coding	1	1	1	NA	NA	NA	NA	6
ZNF800	ENSG00000255508	AP002990.1	protein_coding	2	2	2	NA	NA	NA	NA	18
ZNF800	ENSG00000255526	NEDD8-MDP1	protein_coding	3	1	3	NA	NA	NA	1.664	13
ZNF800	ENSG00000255823	MTRNR2L8	protein_coding	2	4	14	NA	NA	NA	NA	13
ZNF800	ENSG00000255872	AL138752.2	protein_coding	1	1	1	NA	NA	NA	NA	21
ZNF800	ENSG00000256045	MTRNR2L10	protein_coding	1	3	3	NA	NA	NA	NA	18
ZNF800	ENSG00000256500	AL139300.1	protein_coding	1	2	2	NA	NA	NA	NA	15
ZNF800	ENSG00000256566	AL049650.1	protein_coding	1	1	1	NA	NA	NA	NA	14
ZNF800	ENSG00000256618	MTRNR2L1	protein_coding	2	2	3	NA	NA	NA	NA	10
ZNF800	ENSG00000256966	AL513165.2	protein_coding	1	1	1	NA	NA	NA	NA	30
ZNF800	ENSG00000257411	AC034102.2	protein_coding	1	1	1	NA	NA	NA	NA	2
ZNF800	ENSG00000258366	RTEL1	protein_coding	2	1	2	NA	NA	NA	0.295	27
ZNF800	ENSG00000258465	AL139011.2	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000258472	AC005726.1	protein_coding	2	1	2	NA	NA	NA	NA	15
ZNF800	ENSG00000258529	AP001781.2	protein_coding	1	1	1	NA	NA	NA	NA	4
ZNF800	ENSG00000258643	BCL2L2-PABPN1	protein_coding	2	2	4	NA	NA	NA	NA	27
ZNF800	ENSG00000258818	RNASE4	protein_coding	3	2	4	NA	NA	NA	NA	15
ZNF800	ENSG00000259040	BLOC1S5-TXNDC5	protein_coding	2	1	2	NA	NA	NA	NA	14
ZNF800	ENSG00000259132	AL132780.3	protein_coding	3	2	3	NA	NA	NA	NA	0
ZNF800	ENSG00000259171	AL163636.1	protein_coding	3	2	4	NA	NA	NA	NA	18
ZNF800	ENSG00000259399	TGIF2-RAB5IF	protein_coding	1	1	1	NA	NA	NA	-3.736	14
ZNF800	ENSG00000259522	AL136295.4	protein_coding	1	1	1	NA	NA	NA	NA	28
ZNF800	ENSG00000259784	AC093525.1	protein_coding	1	1	1	NA	NA	NA	NA	3
ZNF800	ENSG00000259803	SLC22A31	protein_coding	3	1	3	NA	NA	NA	NA	20
ZNF800	ENSG00000260272	AC093525.2	protein_coding	1	1	1	NA	NA	NA	NA	11
ZNF800	ENSG00000260342	AC138811.2	protein_coding	1	1	1	NA	NA	NA	NA	9
ZNF800	ENSG00000262633	AC005670.2	protein_coding	2	1	2	NA	NA	NA	NA	1
ZNF800	ENSG00000263001	GTF2I	protein_coding	2	1	2	NA	NA	NA	NA	32
ZNF800	ENSG00000263809	AC135178.3	protein_coding	2	3	3	NA	NA	NA	NA	29
ZNF800	ENSG00000264058	AC073508.2	protein_coding	2	3	4	NA	NA	NA	NA	13
ZNF800	ENSG00000265681	RPL17	protein_coding	1	1	1	NA	NA	NA	-0.360	11
ZNF800	ENSG00000265972	TXNIP	protein_coding	2	3	3	NA	NA	NA	NA	26
ZNF800	ENSG00000266076	AC004805.1	protein_coding	1	1	1	NA	NA	NA	NA	14
ZNF800	ENSG00000266086	AC015813.2	protein_coding	2	4	7	NA	NA	NA	-0.307	10
ZNF800	ENSG00000266953	AC092073.1	protein_coding	1	1	1	NA	NA	NA	NA	9
ZNF800	ENSG00000269403	AC008750.7	protein_coding	2	1	2	NA	NA	NA	NA	20
ZNF800	ENSG00000269699	ZIM2	protein_coding	9	2	17	NA	NA	NA	NA	15
ZNF800	ENSG00000270316	BORCS7-ASMT	protein_coding	1	1	1	NA	NA	NA	1.423	2
ZNF800	ENSG00000270672	MTRNR2L6	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000272647	AC005020.2	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000272772	AC104109.3	protein_coding	1	2	2	NA	NA	NA	NA	11
ZNF800	ENSG00000272897	AL109827.1	protein_coding	1	1	1	NA	NA	NA	NA	1
ZNF800	ENSG00000273047	AL121845.2	protein_coding	1	1	1	NA	NA	NA	NA	3
